year,quarter,period,category_code,category_name,vendor,opp_ha,q_num,is_peak_season,vendor_enc,category_name_enc,stuks_lag1,stuks_lag2,stuks_lag4,yield_ha_lag1,yield_ha_lag2,yield_ha_lag4,stuks_roll4_mean,stuks_roll4_std,temp_mean_c,temp_max_c,precip_mm,sun_hours,gdd,frost_days,temp_mean_c_lag1,precip_mm_lag1,gdd_lag1,sun_hours_lag1,stuks,cat_total_stuks
2023,Q2,41,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,2,1,5,12,0.0,41106.0,80037.0,0.0,6089.777777777777,11857.333333333334,58377.0,48614.19996256238,14.11978021978022,18.647252747252747,194.2,973.9577527777776,421.7,2.0,6.117777777777778,213.5,25.6,387.31464444444447,77871,1107075
2023,Q3,42,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,3,1,5,12,77871.0,0.0,112365.0,11536.444444444445,0.0,16646.666666666668,57835.5,48303.5846185353,18.503260869565217,22.72391304347826,231.8,952.8420722222222,782.3,0.0,14.11978021978022,194.2,421.7,973.9577527777776,107399,1255186
2023,Q4,43,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,4,0,5,12,107399.0,77871.0,41106.0,15910.962962962964,11536.444444444445,6089.777777777777,56594.0,46463.6694418338,9.534782608695652,12.15108695652174,346.6,393.3764638888889,136.3,6.0,18.503260869565217,231.8,782.3,952.8420722222222,41353,451762
2024,Q1,44,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,1,0,5,12,41353.0,107399.0,0.0,6126.37037037037,15910.962962962964,0.0,56655.75,46436.380919669726,6.927472527472527,9.935164835164835,259.1,423.8726277777778,22.4,13.0,9.534782608695652,346.6,136.3,393.3764638888889,0,1906
2024,Q2,45,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,2,1,5,12,0.0,41353.0,77871.0,0.0,6126.37037037037,11536.444444444445,56655.75,46436.380919669726,13.861538461538462,17.84285714285714,335.8,872.5938861111111,388.3,1.0,6.927472527472527,259.1,22.4,423.8726277777778,79346,1142521
2024,Q3,46,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,3,1,5,12,79346.0,0.0,107399.0,11754.962962962964,0.0,15910.962962962964,57024.5,46666.294492563546,18.019565217391303,22.180434782608696,254.5,906.9847583333332,738.2,0.0,13.861538461538462,335.8,388.3,872.5938861111111,106973,1397944
2024,Q4,47,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,4,0,5,12,106973.0,79346.0,41353.0,15847.851851851852,11754.962962962964,6126.37037037037,56918.0,46513.245991509415,8.678260869565218,11.553260869565218,215.6,351.89023055555555,97.2,5.0,18.019565217391303,254.5,738.2,906.9847583333332,49904,449850
2025,Q1,48,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,1,0,5,12,49904.0,106973.0,0.0,7393.185185185185,15847.851851851852,0.0,59055.75,45749.65656974924,5.016666666666667,8.732222222222221,179.6,525.2523,19.2,35.0,8.678260869565218,215.6,97.2,351.89023055555555,0,409
2025,Q2,49,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,2,1,5,12,0.0,49904.0,79346.0,0.0,7393.185185185185,11754.962962962964,59055.75,45749.65656974924,15.51208791208791,20.54945054945055,100.0,1020.7627861111112,507.3,0.0,5.016666666666667,179.6,19.2,525.2523,90889,1260151
2025,Q3,50,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,3,1,5,12,90889.0,0.0,106973.0,13465.037037037036,0.0,15847.851851851852,61941.5,47775.32339677741,18.41086956521739,23.028260869565216,131.4,1001.1181138888888,773.8,0.0,15.51208791208791,100.0,507.3,1020.7627861111112,115596,1318741
2025,Q4,51,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,4,0,5,12,115596.0,90889.0,49904.0,17125.333333333332,13465.037037037036,7393.185185185185,64097.25,50595.865848077614,8.967391304347826,11.55108695652174,168.6,364.03242222222224,118.0,10.0,18.41086956521739,131.4,773.8,1001.1181138888888,47888,492560
2026,Q1,52,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,1,0,5,12,47888.0,115596.0,0.0,7094.518518518518,17125.333333333332,0.0,63593.25,50794.02950068705,,,,,,,8.967391304347826,168.6,118.0,364.03242222222224,0,114
2026,Q2,53,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,2,1,5,12,0.0,47888.0,90889.0,0.0,7094.518518518518,13465.037037037036,63593.25,50794.02950068705,,,,,,,,,,,0,0
2026,Q3,54,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,3,1,5,12,0.0,0.0,115596.0,0.0,0.0,17125.333333333332,40871.0,54692.90385415644,,,,,,,,,,,0,0
2026,Q4,55,217,217 - PUNTPAPRIKA,P  62 - VDBONA,6.75,4,0,5,12,0.0,0.0,47888.0,0.0,0.0,7094.518518518518,11972.0,23944.000000000004,,,,,,,,,,,0,0
2013,Q1,0,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,,,,,,,,,2.082222222222222,4.99,141.9,432.17273611111113,2.0,51.0,,,,,0,0
2013,Q2,1,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,,,0.0,,,,,11.928571428571429,16.045054945054943,175.9,837.70635,263.2,6.0,2.082222222222222,141.9,2.0,432.17273611111113,0,0
2013,Q3,2,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,,0.0,0.0,,0.0,0.0,18.15869565217391,22.30760869565217,133.6,947.5061305555556,750.6,0.0,11.928571428571429,175.9,263.2,837.70635,0,0
2013,Q4,3,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,,0.0,0.0,,0.0,0.0,8.493478260869566,11.160869565217393,254.0,434.0985166666667,110.4,4.0,18.15869565217391,133.6,750.6,947.5061305555556,0,0
2014,Q1,4,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.014444444444444,10.502222222222224,149.9,546.1595611111111,16.699999999999996,6.0,8.493478260869566,254.0,110.4,434.0985166666667,0,0
2014,Q2,5,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.143956043956043,18.35934065934066,191.0,1015.43105,385.0,0.0,7.014444444444444,149.9,16.699999999999996,546.1595611111111,0,0
2014,Q3,6,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.33913043478261,21.12391304347826,280.6,898.2351861111111,675.2,0.0,14.143956043956043,191.0,385.0,1015.43105,0,0
2014,Q4,7,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.083695652173914,11.730434782608697,202.0,457.27839166666666,135.6,6.0,17.33913043478261,280.6,675.2,898.2351861111111,0,0
2015,Q1,8,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.455555555555556,7.752222222222223,193.0,534.4068777777778,0.5,30.0,9.083695652173914,202.0,135.6,457.27839166666666,0,0
2015,Q2,9,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.952747252747251,17.54175824175824,139.2,1010.4236083333332,311.0,3.0,4.455555555555556,193.0,0.5,534.4068777777778,0,0
2015,Q3,10,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.60326086956522,21.789130434782606,211.5,898.4389194444444,699.5,0.0,12.952747252747251,139.2,311.0,1010.4236083333332,0,0
2015,Q4,11,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.092391304347826,12.759782608695652,149.5,423.41936111111113,122.8,1.0,17.60326086956522,211.5,699.5,898.4389194444444,0,0
2016,Q1,12,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09010989010989,8.123076923076924,254.2,484.5166638888889,2.900000000000002,28.0,10.092391304347826,149.5,122.8,423.41936111111113,0,0
2016,Q2,13,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.463736263736264,17.560439560439562,257.7,937.8138944444444,367.4,0.0,5.09010989010989,254.2,2.900000000000002,484.5166638888889,0,0
2016,Q3,14,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68695652173913,22.907608695652176,132.2,992.6607055555556,799.2,0.0,13.463736263736264,257.7,367.4,937.8138944444444,0,0
2016,Q4,15,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.35,10.197826086956525,130.4,477.56509166666666,47.6,12.0,18.68695652173913,132.2,799.2,992.6607055555556,0,0
2017,Q1,16,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.394444444444445,8.742222222222221,168.4,487.94728888888886,19.300000000000004,27.0,7.35,130.4,47.6,477.56509166666666,0,0
2017,Q2,17,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.43846153846154,18.963736263736266,123.5,941.1821083333332,454.4,1.0,5.394444444444445,168.4,19.300000000000004,487.94728888888886,0,6908
2017,Q3,18,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.104347826086954,21.093478260869563,213.7,866.7688805555556,653.6,0.0,14.43846153846154,123.5,454.4,941.1821083333332,0,3414
2017,Q4,19,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.555434782608696,11.066304347826089,196.8,388.1983611111111,128.0,7.0,17.104347826086954,213.7,653.6,866.7688805555556,0,2578
2018,Q1,20,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,7.369999999999999,205.4,467.1254166666666,5.6,30.0,8.555434782608696,196.8,128.0,388.1983611111111,0,0
2018,Q2,21,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.442857142857145,20.194505494505496,111.5,940.2969333333332,506.0,0.0,4.09,205.4,5.6,467.1254166666666,0,2250
2018,Q3,22,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.065217391304348,23.90652173913044,134.7,1023.2681361111112,834.8,0.0,15.442857142857145,111.5,506.0,940.2969333333332,0,2378
2018,Q4,23,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.785869565217391,11.968478260869563,174.4,481.56843888888886,126.4,8.0,19.065217391304348,134.7,834.8,1023.2681361111112,0,752
2019,Q1,24,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.914444444444444,9.307777777777778,186.6,482.29725,4.1,15.0,8.785869565217391,174.4,126.4,481.56843888888886,0,0
2019,Q2,25,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.663736263736263,18.392307692307693,177.8,971.6094138888888,384.3,2.0,5.914444444444444,186.6,4.1,482.29725,0,2340
2019,Q3,26,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.143478260869564,22.65217391304348,159.7,972.6194694444443,749.2,0.0,13.663736263736263,177.8,384.3,971.6094138888888,0,2380
2019,Q4,27,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.397826086956522,11.056521739130435,270.9,397.83138333333335,104.6,10.0,18.143478260869564,159.7,749.2,972.6194694444443,0,648
2020,Q1,28,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.717582417582417,9.673626373626371,245.7,493.29628055555554,11.4,10.0,8.397826086956522,270.9,104.6,397.83138333333335,0,0
2020,Q2,29,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.526373626373628,19.63956043956044,125.0,1074.6567472222223,437.4,2.0,6.717582417582417,245.7,11.4,493.29628055555554,0,1736
2020,Q3,30,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.40543478260869,22.916304347826088,195.6,975.8155722222224,773.3000000000001,0.0,14.526373626373628,125.0,437.4,1074.6567472222223,0,2008
2020,Q4,31,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.907608695652174,11.52608695652174,198.5,420.0804972222222,94.2,7.0,18.40543478260869,195.6,773.3000000000001,975.8155722222224,0,152
2021,Q1,32,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.956666666666667,8.266666666666667,205.6,507.29159444444446,26.4,21.0,8.907608695652174,198.5,94.2,420.0804972222222,0,0
2021,Q2,33,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.305494505494504,16.658241758241758,220.8,955.7855777777778,322.7,6.0,4.956666666666667,205.6,26.4,507.29159444444446,0,0
2021,Q3,34,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.16086956521739,21.065217391304348,259.6,910.1869555555556,658.8,0.0,12.305494505494504,220.8,322.7,955.7855777777778,0,0
2021,Q4,35,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.992391304347826,10.793478260869565,213.9,359.4924833333333,71.8,6.0,17.16086956521739,259.6,658.8,910.1869555555556,0,0
2022,Q1,36,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.164444444444444,9.918888888888889,128.8,542.2246194444444,12.7,20.0,7.992391304347826,213.9,71.8,359.4924833333333,0,0
2022,Q2,37,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.27032967032967,19.0010989010989,161.8,971.8454361111112,428.8,1.0,6.164444444444444,128.8,12.7,542.2246194444444,0,0
2022,Q3,38,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.61521739130435,23.38913043478261,147.1,997.4200027777778,794.3,0.0,14.27032967032967,161.8,428.8,971.8454361111112,0,0
2022,Q4,39,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.110869565217392,11.957608695652173,214.5,449.3421111111112,161.4,11.0,18.61521739130435,147.1,794.3,997.4200027777778,0,0
2023,Q1,40,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.117777777777778,9.011111111111113,213.5,387.31464444444447,25.6,23.0,9.110869565217392,214.5,161.4,449.3421111111112,0,0
2023,Q2,41,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.11978021978022,18.647252747252747,194.2,973.9577527777776,421.7,2.0,6.117777777777778,213.5,25.6,387.31464444444447,0,0
2023,Q3,42,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.503260869565217,22.72391304347826,231.8,952.8420722222222,782.3,0.0,14.11978021978022,194.2,421.7,973.9577527777776,0,0
2023,Q4,43,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.534782608695652,12.15108695652174,346.6,393.3764638888889,136.3,6.0,18.503260869565217,231.8,782.3,952.8420722222222,0,0
2024,Q1,44,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.927472527472527,9.935164835164835,259.1,423.8726277777778,22.4,13.0,9.534782608695652,346.6,136.3,393.3764638888889,0,0
2024,Q2,45,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.861538461538462,17.84285714285714,335.8,872.5938861111111,388.3,1.0,6.927472527472527,259.1,22.4,423.8726277777778,0,0
2024,Q3,46,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.019565217391303,22.180434782608696,254.5,906.9847583333332,738.2,0.0,13.861538461538462,335.8,388.3,872.5938861111111,0,0
2024,Q4,47,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.678260869565218,11.553260869565218,215.6,351.89023055555555,97.2,5.0,18.019565217391303,254.5,738.2,906.9847583333332,0,0
2025,Q1,48,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.016666666666667,8.732222222222221,179.6,525.2523,19.2,35.0,8.678260869565218,215.6,97.2,351.89023055555555,0,0
2025,Q2,49,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51208791208791,20.54945054945055,100.0,1020.7627861111112,507.3,0.0,5.016666666666667,179.6,19.2,525.2523,0,0
2025,Q3,50,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.41086956521739,23.028260869565216,131.4,1001.1181138888888,773.8,0.0,15.51208791208791,100.0,507.3,1020.7627861111112,0,0
2025,Q4,51,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.967391304347826,11.55108695652174,168.6,364.03242222222224,118.0,10.0,18.41086956521739,131.4,773.8,1001.1181138888888,0,0
2026,Q1,52,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8.967391304347826,168.6,118.0,364.03242222222224,0,0
2026,Q2,53,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0
2026,Q3,54,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0
2026,Q4,55,198,198 - PAPRIKA DIV.,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0
2013,Q1,0,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,1,,,,,,,,,2.082222222222222,4.99,141.9,432.17273611111113,2.0,51.0,,,,,0,0
2013,Q2,1,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,1,0.0,,,0.0,,,,,11.928571428571429,16.045054945054943,175.9,837.70635,263.2,6.0,2.082222222222222,141.9,2.0,432.17273611111113,0,0
2013,Q3,2,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,1,0.0,0.0,,0.0,0.0,,0.0,0.0,18.15869565217391,22.30760869565217,133.6,947.5061305555556,750.6,0.0,11.928571428571429,175.9,263.2,837.70635,0,0
2013,Q4,3,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,1,0.0,0.0,,0.0,0.0,,0.0,0.0,8.493478260869566,11.160869565217393,254.0,434.0985166666667,110.4,4.0,18.15869565217391,133.6,750.6,947.5061305555556,0,0
2014,Q1,4,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.014444444444444,10.502222222222224,149.9,546.1595611111111,16.699999999999996,6.0,8.493478260869566,254.0,110.4,434.0985166666667,0,0
2014,Q2,5,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.143956043956043,18.35934065934066,191.0,1015.43105,385.0,0.0,7.014444444444444,149.9,16.699999999999996,546.1595611111111,0,0
2014,Q3,6,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.33913043478261,21.12391304347826,280.6,898.2351861111111,675.2,0.0,14.143956043956043,191.0,385.0,1015.43105,0,0
2014,Q4,7,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.083695652173914,11.730434782608697,202.0,457.27839166666666,135.6,6.0,17.33913043478261,280.6,675.2,898.2351861111111,0,0
2015,Q1,8,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.455555555555556,7.752222222222223,193.0,534.4068777777778,0.5,30.0,9.083695652173914,202.0,135.6,457.27839166666666,0,0
2015,Q2,9,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.952747252747251,17.54175824175824,139.2,1010.4236083333332,311.0,3.0,4.455555555555556,193.0,0.5,534.4068777777778,0,0
2015,Q3,10,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.60326086956522,21.789130434782606,211.5,898.4389194444444,699.5,0.0,12.952747252747251,139.2,311.0,1010.4236083333332,0,0
2015,Q4,11,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.092391304347826,12.759782608695652,149.5,423.41936111111113,122.8,1.0,17.60326086956522,211.5,699.5,898.4389194444444,0,0
2016,Q1,12,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09010989010989,8.123076923076924,254.2,484.5166638888889,2.900000000000002,28.0,10.092391304347826,149.5,122.8,423.41936111111113,590,88470
2016,Q2,13,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,1,590.0,0.0,0.0,6.555555555555555,0.0,0.0,147.5,295.0,13.463736263736264,17.560439560439562,257.7,937.8138944444444,367.4,0.0,5.09010989010989,254.2,2.900000000000002,484.5166638888889,540,768067
2016,Q3,14,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,3,1,6,1,540.0,590.0,0.0,6.0,6.555555555555555,0.0,282.5,326.84093990808435,18.68695652173913,22.907608695652176,132.2,992.6607055555556,799.2,0.0,13.463736263736264,257.7,367.4,937.8138944444444,1200,773779
2016,Q4,15,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,4,0,6,1,1200.0,540.0,0.0,13.333333333333334,6.0,0.0,582.5,490.7392382925987,7.35,10.197826086956525,130.4,477.56509166666666,47.6,12.0,18.68695652173913,132.2,799.2,992.6607055555556,105910,556675
2017,Q1,16,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,1,0,6,1,105910.0,1200.0,590.0,1176.7777777777778,13.333333333333334,6.555555555555555,27060.0,52567.5229268668,5.394444444444445,8.742222222222221,168.4,487.94728888888886,19.300000000000004,27.0,7.35,130.4,47.6,477.56509166666666,210,124020
2017,Q2,17,200,200 - PAPRIKA GROEN,P 150 - VERENIGDE GROENTETUINDERS,90.0,2,1,6,1,210.0,105910.0,540.0,2.3333333333333335,1176.7777777777778,6.0,26965.0,52631.609323675446,14.43846153846154,18.963736263736266,123.5,941.1821083333332,454.4,1.0,5.394444444444445,168.4,19.300000000000004,487.94728888888886,450,812075
